LEAD_ID,RAW_INDUSTRY,EMPLOYEE_COUNT,ANNUAL_REVENUE,CREATED_DATE,total_engagements,unique_actions,days_since_nonconv,lead_score,lead_age
846,Healthcare,2538,28.48,28-05-2025,5,2,33,0.10,17
847,Manufacturing,2176,25.78,04-01-2025,3,3,43,1.00,161
848,Retail,4999,70.43,28-03-2025,2,2,99,0.96,78
849,Retail,4824,33.96,14-05-2025,4,2,999,0.99,31
850,Retail,4542,2.82,20-03-2025,4,2,999,1.00,86
851,Technology,1125,5.4,27-01-2025,1,1,999,0.99,138
852,Finance,1247,12.7,15-01-2025,5,3,54,1.00,150
853,Manufacturing,3413,37.03,12-04-2025,4,3,59,0.99,63
854,Technology,2548,59.13,14-04-2025,2,2,10,0.99,61
855,Healthcare,1498,90.7,10-01-2025,2,1,91,0.02,155
856,Manufacturing,3179,48.67,16-04-2025,1,1,999,1.00,59
857,Retail,3863,61.14,19-01-2025,3,2,60,0.98,146
858,Healthcare,2495,3.09,10-02-2025,5,3,137,1.00,124
859,Healthcare,1498,90.7,30-03-2025,1,1,21,0.01,76
860,Technology,1833,5.96,07-05-2025,5,3,59,1.00,38
861,Retail,2837,53.64,07-04-2025,1,1,999,1.00,68
862,Technology,3090,84.23,24-05-2025,4,4,10,0.99,21
863,Finance,3816,97.59,17-05-2025,5,3,25,0.99,28
864,Healthcare,1997,31.91,14-03-2025,5,3,25,1.00,92
865,Healthcare,1614,66.05,16-01-2025,4,2,999,1.00,149
866,Manufacturing,3956,61.48,26-05-2025,5,3,50,1.00,19
867,Manufacturing,2347,47.88,05-03-2025,2,2,133,1.00,101
868,Manufacturing,2794,66.52,21-05-2025,3,3,36,1.00,24
869,Manufacturing,2347,47.88,09-02-2025,1,1,68,0.00,125
870,Healthcare,3756,2.93,23-03-2025,5,3,96,1.00,83
871,Technology,552,3.19,02-05-2025,4,2,999,1.00,43
872,Healthcare,4329,96.66,19-01-2025,4,3,12,1.00,146
873,Technology,2548,59.13,13-02-2025,4,3,53,1.00,121
874,Retail,2837,53.64,07-04-2025,4,3,54,1.00,68
875,Retail,2442,36.44,22-02-2025,4,4,59,1.00,112
876,Retail,1220,64.66,06-01-2025,2,2,21,0.09,159
877,Finance,1819,16.68,21-05-2025,1,1,147,0.00,24
878,Finance,3470,34.31,20-02-2025,1,1,148,0.01,114
879,Finance,2806,97.37,16-04-2025,2,1,999,1.00,59
880,Healthcare,3115,25.15,04-03-2025,4,4,99,1.00,102
881,Healthcare,915,35.3,06-03-2025,3,2,73,0.97,100
882,Retail,3857,9.51,21-03-2025,1,1,999,1.00,85
883,Healthcare,2502,33.98,11-02-2025,2,2,114,1.00,123
884,Healthcare,71,23.98,08-01-2025,4,2,16,0.92,157
885,Finance,1162,47.33,17-01-2025,5,2,999,1.00,148
886,Retail,3863,61.14,09-02-2025,1,1,999,1.00,125
887,Finance,3267,75.04,28-02-2025,5,3,62,1.00,106
888,Technology,133,58.87,30-05-2025,2,2,25,0.10,15
889,Finance,3992,70.58,16-04-2025,5,3,68,1.00,59
890,Technology,1554,71.22,16-03-2025,1,1,30,0.00,90
891,Finance,2445,42.86,17-02-2025,5,2,999,1.00,117
892,Manufacturing,1508,57.9,06-01-2025,4,3,11,1.00,159
893,Manufacturing,107,60.39,27-01-2025,2,2,133,1.00,138
894,Healthcare,627,18.93,23-01-2025,2,1,8,0.04,142
895,Finance,3412,90.81,03-02-2025,3,2,60,0.98,131
896,Healthcare,3265,16.83,08-04-2025,5,4,72,1.00,67
897,Finance,3621,39.09,25-02-2025,2,1,999,1.00,109
898,Finance,4686,17.72,01-01-2025,4,2,123,0.98,164
899,Healthcare,165,39.99,14-01-2025,3,2,121,0.99,151
900,Technology,1821,93.52,27-02-2025,2,2,129,0.98,107
901,Finance,284,79.67,24-01-2025,4,4,20,1.00,141
902,Finance,2445,42.86,13-02-2025,5,3,64,1.00,121
903,Healthcare,1048,19.87,07-05-2025,5,3,46,1.00,38
904,Finance,3621,39.09,15-04-2025,4,2,9,0.98,60
905,Retail,887,98.9,26-03-2025,2,1,999,1.00,80
906,Manufacturing,3520,9.01,07-04-2025,1,1,152,0.01,68
907,Retail,4542,2.82,19-02-2025,5,4,39,1.00,115
908,Healthcare,3756,2.93,10-01-2025,4,2,124,1.00,155
909,Retail,4509,65.56,22-04-2025,5,4,143,1.00,53
910,Healthcare,309,16.51,11-04-2025,1,1,124,0.00,64
911,Manufacturing,4275,34.74,09-04-2025,2,2,141,1.00,66
912,Technology,1838,59.45,03-01-2025,5,3,46,1.00,162
913,Manufacturing,3520,9.01,13-02-2025,4,2,130,0.99,121
914,Healthcare,4329,96.66,18-05-2025,3,2,115,0.05,27
915,Finance,2450,31.17,05-01-2025,4,2,999,0.99,160
916,Healthcare,1625,50.21,14-02-2025,1,1,999,1.00,120
917,Finance,4545,31.7,10-02-2025,4,2,18,0.96,124
918,Finance,3470,34.31,29-03-2025,3,3,134,1.00,77
919,Technology,1425,29.06,10-01-2025,4,4,47,1.00,155
920,Finance,3300,45.9,25-01-2025,1,1,999,1.00,140
921,Healthcare,309,16.51,03-03-2025,5,2,999,1.00,103
922,Manufacturing,2347,47.88,12-04-2025,4,3,163,1.00,63
923,Retail,1187,16.93,29-01-2025,1,1,38,0.00,136
924,Manufacturing,4464,47.4,12-05-2025,2,2,63,0.89,33
925,Manufacturing,4080,63.76,25-02-2025,2,2,26,0.11,109
926,Retail,4509,65.56,30-04-2025,2,2,153,0.99,45
927,Technology,1554,71.22,03-01-2025,2,1,999,1.00,162
928,Healthcare,557,67.79,08-04-2025,2,2,112,0.99,67
929,Manufacturing,107,60.39,21-02-2025,2,2,110,0.98,113
930,Manufacturing,493,71.03,05-06-2025,4,3,15,1.00,9
931,Technology,4496,74.35,06-05-2025,5,3,67,1.00,39
932,Retail,1009,54.93,05-05-2025,4,3,55,1.00,40
933,Finance,1819,16.68,18-05-2025,1,1,64,0.01,27
934,Finance,2528,65.09,04-05-2025,5,2,31,0.15,41
935,Technology,385,5.22,11-02-2025,1,1,119,0.02,123
936,Retail,2154,74.24,18-01-2025,4,2,66,0.12,147
937,Healthcare,1033,10.34,04-04-2025,1,1,58,0.00,71
938,Healthcare,2840,25.65,30-04-2025,5,2,50,0.95,45
939,Technology,1335,40.6,23-04-2025,4,2,29,0.98,52
940,Retail,2837,53.64,20-01-2025,2,2,47,0.12,145
941,Manufacturing,1066,81.28,22-02-2025,2,2,120,0.12,112
942,Finance,1189,9.56,04-04-2025,5,3,68,1.00,71
943,Retail,3863,61.14,11-04-2025,3,3,23,1.00,64
944,Finance,611,18.09,15-01-2025,2,2,127,1.00,150
945,Retail,4509,65.56,03-02-2025,3,2,29,1.00,131
946,Technology,2290,77.14,24-01-2025,1,1,999,1.00,141
947,Healthcare,3914,43.34,31-01-2025,3,2,17,0.97,134
948,Finance,4457,91.71,22-05-2025,1,1,999,0.99,23
949,Retail,2086,65.38,27-01-2025,4,4,147,1.00,138
950,Finance,3295,7.4,01-04-2025,5,3,53,1.00,74
951,Healthcare,3484,79.91,17-03-2025,3,2,128,0.99,89
952,Finance,1189,9.56,15-03-2025,2,1,999,1.00,91
953,Retail,4999,70.43,24-01-2025,3,3,11,1.00,141
954,Technology,551,30.75,13-03-2025,5,3,8,1.00,93
955,Retail,4509,65.56,20-01-2025,4,3,46,1.00,145
956,Healthcare,2538,28.48,21-01-2025,4,3,88,1.00,144
957,Finance,1092,82.47,07-06-2025,4,4,45,1.00,7
958,Healthcare,1048,19.87,09-01-2025,3,3,55,1.00,156
959,Manufacturing,3179,48.67,04-02-2025,3,2,67,0.11,130
960,Retail,2442,36.44,07-02-2025,5,3,6,1.00,127
961,Manufacturing,493,71.03,03-06-2025,3,1,75,0.05,11
962,Healthcare,1498,90.7,07-03-2025,3,1,999,1.00,99
963,Retail,1026,25.96,16-03-2025,4,2,12,0.06,90
964,Technology,2912,2.56,16-05-2025,3,3,108,1.00,29
965,Finance,3527,48.02,25-04-2025,4,3,30,1.00,50
966,Healthcare,3847,12.8,01-03-2025,2,2,125,1.00,105
967,Retail,1026,25.96,02-01-2025,1,1,999,1.00,163
968,Healthcare,557,67.79,31-05-2025,1,1,999,0.99,14
969,Finance,4686,17.72,04-02-2025,2,2,100,0.10,130
970,Retail,3590,59.94,31-03-2025,4,3,46,1.00,75
971,Technology,686,53.66,25-01-2025,5,3,46,1.00,140
972,Manufacturing,177,47.55,17-02-2025,3,1,999,0.99,117
973,Finance,2419,21.94,22-05-2025,3,2,109,0.11,23
974,Technology,1705,35.19,17-01-2025,2,2,101,0.94,148
975,Technology,2232,52.35,19-03-2025,3,2,7,0.98,87
976,Retail,3863,61.14,04-03-2025,3,2,20,0.97,102
977,Finance,3295,7.4,24-01-2025,3,2,999,1.00,141
978,Manufacturing,2163,11.16,06-03-2025,2,2,999,1.00,100
979,Technology,4496,74.35,17-04-2025,4,3,45,0.99,58
980,Technology,133,58.87,02-04-2025,4,3,45,0.99,73
981,Healthcare,1986,53.35,11-01-2025,3,2,66,0.98,154
982,Finance,4686,17.72,14-01-2025,5,3,78,1.00,151
983,Retail,4509,65.56,22-04-2025,4,3,41,1.00,53
984,Technology,2499,84.55,23-01-2025,4,3,15,1.00,142
985,Finance,544,12.03,08-03-2025,2,2,999,1.00,98
986,Finance,1735,91.39,20-02-2025,3,2,15,0.11,114
987,Healthcare,1614,66.05,01-03-2025,3,2,55,0.99,105
988,Manufacturing,1066,81.28,14-03-2025,2,2,999,1.00,92
989,Finance,1819,16.68,02-04-2025,5,3,94,1.00,73
990,Finance,177,82.86,23-03-2025,1,1,999,0.99,83
991,Manufacturing,4080,63.76,18-03-2025,1,1,999,1.00,88
992,Technology,551,30.75,12-01-2025,3,3,61,1.00,153
993,Manufacturing,3889,62.64,13-05-2025,5,3,116,1.00,32
994,Finance,3992,70.58,07-03-2025,2,1,97,0.02,99
995,Finance,974,69.83,20-05-2025,2,2,63,0.97,25
996,Healthcare,2840,25.65,08-01-2025,2,2,58,0.97,157
997,Retail,2154,74.24,12-04-2025,5,3,48,1.00,63
998,Technology,2548,59.13,21-03-2025,2,2,39,0.94,85
999,Technology,941,77.28,24-04-2025,3,3,150,1.00,51
1000,Technology,1425,29.06,26-02-2025,4,3,59,1.00,108
1,Retail,3863,61.14,02-06-2025,1,1,999,0.99,12
2,Finance,2786,25.91,16-02-2025,2,1,38,0.01,118
3,Healthcare,1033,10.34,19-05-2025,3,2,66,0.10,26
4,Technology,2232,52.35,31-01-2025,4,2,112,0.99,134
5,Retail,1484,35.86,19-01-2025,2,1,54,0.02,146
6,Manufacturing,4448,55.84,27-01-2025,1,1,999,1.00,138
7,Finance,4391,43.53,14-03-2025,1,1,999,1.00,92
8,Technology,4861,82.44,28-03-2025,4,3,47,1.00,78
9,Retail,2086,65.38,30-05-2025,1,1,59,0.01,15
10,Technology,1838,59.45,02-04-2025,3,3,158,1.00,73
11,Technology,1335,40.6,25-03-2025,3,2,142,1.00,81
12,Manufacturing,615,13.97,11-01-2025,3,2,140,0.99,154
13,Technology,1193,37.3,19-04-2025,1,1,999,1.00,56
14,Manufacturing,2263,36.87,15-04-2025,3,2,153,0.99,60
15,Retail,3929,54.46,25-02-2025,4,3,54,1.00,109
16,Healthcare,4915,64.48,26-02-2025,4,2,46,0.96,108
17,Healthcare,3115,25.15,12-03-2025,4,2,35,0.95,94
18,Technology,3090,84.23,11-05-2025,4,3,88,1.00,34
19,Healthcare,1614,66.05,22-03-2025,3,1,999,1.00,84
20,Healthcare,2840,25.65,09-04-2025,5,3,64,1.00,66
21,Manufacturing,1066,81.28,09-03-2025,3,2,29,0.97,97
22,Manufacturing,4611,40.03,06-05-2025,5,4,30,1.00,39
23,Retail,887,98.9,07-04-2025,2,1,999,1.00,68
24,Healthcare,3484,79.91,11-01-2025,3,2,21,0.97,154
25,Healthcare,4915,64.48,22-02-2025,5,3,55,1.00,112
26,Technology,552,3.19,24-03-2025,1,1,24,0.04,82
27,Manufacturing,3520,9.01,29-04-2025,5,2,9,0.95,46
28,Healthcare,668,35.03,01-03-2025,5,3,23,1.00,105
29,Finance,2357,76.68,22-02-2025,1,1,999,1.00,112
30,Manufacturing,1808,22.25,31-01-2025,3,3,137,1.00,134
31,Healthcare,1561,28.17,31-05-2025,4,2,22,0.05,14
32,Manufacturing,177,47.55,25-02-2025,2,2,22,0.96,109
33,Technology,385,5.22,07-01-2025,3,1,74,0.04,158
34,Healthcare,66,22.59,24-05-2025,1,1,999,1.00,21
35,Manufacturing,4080,63.76,22-04-2025,3,2,55,0.96,53
36,Healthcare,71,23.98,31-05-2025,2,2,999,1.00,14
37,Finance,3992,70.58,28-02-2025,2,2,147,0.99,106
38,Finance,2786,25.91,14-02-2025,2,2,135,1.00,120
39,Healthcare,1992,95.73,28-02-2025,4,4,69,1.00,106
40,Manufacturing,1659,2.29,30-03-2025,3,1,999,1.00,76
41,Finance,3028,89.01,11-04-2025,4,3,63,1.00,64
42,Healthcare,2840,25.65,18-05-2025,1,1,999,1.00,27
43,Finance,3621,39.09,06-04-2025,3,2,999,1.00,69
44,Healthcare,2616,64.37,26-01-2025,1,1,100,0.01,139
45,Retail,3590,59.94,16-04-2025,1,1,999,1.00,59
46,Healthcare,4839,35,03-04-2025,3,2,37,0.95,72
47,Finance,3527,48.02,08-05-2025,2,2,27,0.10,37
48,Finance,2752,47.4,07-02-2025,4,3,74,1.00,127
49,Manufacturing,1508,57.9,01-02-2025,4,3,89,1.00,133
50,Healthcare,2560,15.33,13-04-2025,3,2,999,1.00,62
51,Manufacturing,2263,36.87,01-03-2025,1,1,999,1.00,105
52,Healthcare,4329,96.66,13-01-2025,3,2,102,0.10,152
53,Finance,544,12.03,27-05-2025,4,3,45,1.00,18
54,Manufacturing,3956,61.48,09-02-2025,3,3,43,1.00,125
55,Healthcare,4839,35,14-05-2025,5,4,11,1.00,31
56,Healthcare,557,67.79,04-06-2025,5,3,91,1.00,10
57,Finance,611,18.09,12-01-2025,2,2,42,0.96,153
58,Healthcare,565,29,24-04-2025,3,2,64,0.98,51
59,Technology,1465,69.07,05-02-2025,3,2,101,0.15,129
60,Healthcare,1614,66.05,07-02-2025,5,4,34,1.00,127
61,Finance,1238,49.64,27-03-2025,2,1,999,1.00,79
62,Finance,611,18.09,28-05-2025,1,1,999,1.00,17
63,Finance,2357,76.68,14-01-2025,1,1,57,0.00,151
64,Healthcare,1498,90.7,25-01-2025,5,2,11,0.95,140
65,Technology,4496,74.35,27-04-2025,2,1,999,0.99,48
66,Healthcare,915,35.3,21-02-2025,1,1,6,0.00,113
67,Healthcare,2502,33.98,02-02-2025,2,2,29,0.99,132
68,Healthcare,1986,53.35,07-03-2025,2,2,999,1.00,99
69,Manufacturing,3179,48.67,15-05-2025,4,2,39,0.08,30
70,Finance,3028,89.01,01-03-2025,5,3,23,1.00,105
71,Finance,1247,12.7,01-06-2025,3,2,16,0.10,13
72,Manufacturing,177,47.55,17-01-2025,3,3,109,1.00,148
73,Retail,3370,39.61,22-01-2025,4,3,16,1.00,143
74,Manufacturing,3413,37.03,12-05-2025,3,2,64,0.90,33
75,Technology,392,71.56,02-05-2025,3,2,59,0.98,43
76,Manufacturing,3520,9.01,26-05-2025,3,3,47,1.00,19
77,Healthcare,4915,64.48,19-04-2025,1,1,999,1.00,56
78,Healthcare,3265,16.83,10-04-2025,3,3,97,1.00,65
79,Retail,4000,36.28,14-02-2025,4,3,65,0.99,120
80,Healthcare,4938,74.96,25-05-2025,2,1,110,0.02,20
81,Retail,1009,54.93,17-02-2025,3,2,22,0.94,117
82,Retail,1351,23.89,26-04-2025,2,2,15,0.96,49
83,Technology,2548,59.13,09-05-2025,4,3,141,1.00,36
84,Healthcare,557,67.79,29-04-2025,3,3,66,1.00,46
85,Healthcare,4839,35,19-05-2025,1,1,999,1.00,26
86,Retail,4824,33.96,14-03-2025,3,2,12,0.09,92
87,Technology,941,77.28,02-04-2025,3,3,41,1.00,73
88,Technology,388,36.1,11-02-2025,2,2,118,0.94,123
89,Technology,2290,77.14,15-05-2025,1,1,6,0.01,30
90,Finance,3267,75.04,05-06-2025,5,2,999,1.00,9
91,Finance,544,12.03,10-04-2025,4,2,44,0.92,65
92,Manufacturing,4381,62.95,20-05-2025,3,3,7,1.00,25
93,Technology,4861,82.44,25-03-2025,5,3,41,1.00,81
94,Retail,798,82.08,05-01-2025,1,1,148,0.00,160
95,Healthcare,165,39.99,18-04-2025,2,2,154,1.00,57
96,Finance,3940,77.6,21-02-2025,5,2,69,0.98,113
97,Technology,2912,2.56,02-05-2025,4,2,158,1.00,43
98,Retail,1026,25.96,28-02-2025,5,3,36,1.00,106
99,Manufacturing,2263,36.87,27-02-2025,2,2,999,1.00,107
100,Technology,3736,44.69,24-04-2025,3,2,112,0.99,51
101,Retail,4392,95.42,29-05-2025,3,2,110,0.08,16
102,Finance,1162,47.33,05-01-2025,2,2,999,1.00,160
103,Finance,2528,65.09,28-05-2025,1,1,19,0.01,17
104,Healthcare,3484,79.91,03-06-2025,5,2,23,0.97,11
105,Manufacturing,4381,62.95,18-02-2025,2,2,131,1.00,116
106,Finance,1819,16.68,12-02-2025,4,3,7,1.00,122
107,Retail,4392,95.42,12-01-2025,4,3,146,1.00,153
108,Retail,4999,70.43,11-03-2025,2,2,152,0.99,95
109,Technology,2912,2.56,20-03-2025,5,3,71,1.00,86
110,Manufacturing,4080,63.76,07-02-2025,3,3,138,1.00,127
111,Technology,4882,13.91,11-05-2025,1,1,999,1.00,34
112,Healthcare,1923,65.61,04-02-2025,1,1,59,0.00,130
113,Manufacturing,2347,47.88,11-03-2025,3,2,17,0.97,95
114,Retail,4392,95.42,02-01-2025,1,1,999,1.00,163
115,Healthcare,3484,79.91,26-03-2025,2,2,163,0.99,80
116,Retail,2442,36.44,16-04-2025,4,3,20,1.00,59
117,Finance,2450,31.17,21-01-2025,5,3,30,1.00,144
118,Healthcare,2538,28.48,26-02-2025,5,3,111,1.00,108
119,Healthcare,4067,90.63,18-03-2025,2,2,62,0.05,88
120,Retail,1060,79.77,24-01-2025,1,1,999,1.00,141
121,Healthcare,1561,28.17,21-03-2025,2,1,999,1.00,85
122,Retail,1060,79.77,12-03-2025,5,3,47,1.00,94
123,Technology,2290,77.14,02-02-2025,1,1,999,1.00,132
124,Healthcare,2560,15.33,14-04-2025,2,2,123,1.00,61
125,Technology,2912,2.56,09-02-2025,2,2,108,0.98,125
126,Technology,551,30.75,27-03-2025,1,1,160,0.06,79
127,Retail,2442,36.44,21-04-2025,2,1,35,0.03,54
128,Manufacturing,3520,9.01,29-01-2025,3,3,18,1.00,136
129,Finance,2528,65.09,06-03-2025,3,1,60,0.06,100
130,Healthcare,2495,3.09,08-05-2025,2,2,81,0.98,37
131,Finance,710,86.16,02-02-2025,3,2,999,1.00,132
132,Healthcare,1986,53.35,24-01-2025,2,2,70,0.97,141
133,Healthcare,3756,2.93,20-02-2025,4,2,42,0.98,114
134,Finance,1486,32.1,11-01-2025,1,1,999,1.00,154
135,Manufacturing,2263,36.87,05-03-2025,1,1,999,1.00,101
136,Technology,551,30.75,12-01-2025,3,3,12,1.00,153
137,Healthcare,3847,12.8,10-03-2025,4,3,55,1.00,96
138,Manufacturing,2163,11.16,03-01-2025,1,1,999,1.00,162
139,Retail,1236,33.92,07-05-2025,5,3,17,1.00,38
140,Manufacturing,3979,28.56,19-01-2025,1,1,82,0.02,146
141,Finance,1162,47.33,11-05-2025,3,2,105,0.96,34
142,Technology,899,99.53,05-05-2025,2,2,70,0.95,40
143,Technology,4269,60.28,10-05-2025,4,3,108,1.00,35
144,Finance,3295,7.4,06-06-2025,5,4,58,1.00,8
145,Technology,4861,82.44,28-01-2025,1,1,999,0.99,137
146,Healthcare,3115,25.15,28-02-2025,3,2,59,0.98,106
147,Retail,263,67.06,06-02-2025,4,2,131,0.99,128
148,Technology,772,25.34,03-03-2025,3,2,999,1.00,103
149,Retail,798,82.08,12-04-2025,3,2,99,0.99,63
150,Finance,2419,21.94,08-03-2025,2,2,40,0.91,98
151,Healthcare,1625,50.21,18-04-2025,3,3,42,1.00,57
152,Retail,4896,95.33,31-05-2025,3,2,8,0.08,14
153,Manufacturing,177,47.55,07-04-2025,3,2,999,1.00,68
154,Healthcare,1997,31.91,06-04-2025,2,2,55,0.14,69
155,Retail,798,82.08,18-04-2025,3,3,49,1.00,57
156,Finance,3940,77.6,08-02-2025,1,1,999,1.00,126
157,Technology,552,3.19,27-04-2025,3,3,39,1.00,48
158,Healthcare,3115,25.15,10-02-2025,5,4,8,1.00,124
159,Manufacturing,1622,36.33,05-04-2025,4,4,55,1.00,70
160,Retail,1236,33.92,07-03-2025,3,2,57,0.93,99
161,Finance,2350,28.36,10-03-2025,3,3,37,1.00,96
162,Technology,1425,29.06,11-02-2025,3,1,40,0.03,123
163,Manufacturing,2645,44,25-05-2025,2,1,40,0.00,20
164,Finance,2672,22.28,27-05-2025,3,2,57,0.91,18
165,Manufacturing,3956,61.48,20-01-2025,3,3,112,1.00,145
166,Retail,2386,82.97,05-06-2025,4,3,7,1.00,9
167,Manufacturing,2645,44,22-04-2025,3,3,70,0.99,53
168,Healthcare,1561,28.17,05-06-2025,5,3,27,1.00,9
169,Technology,2548,59.13,13-05-2025,5,3,83,1.00,32
170,Manufacturing,2645,44,20-04-2025,3,2,34,0.08,55
171,Technology,4861,82.44,25-02-2025,3,3,60,1.00,109
172,Manufacturing,4080,63.76,13-05-2025,2,2,35,0.08,32
173,Healthcare,2495,3.09,15-04-2025,4,2,40,0.14,60
174,Healthcare,3108,44.24,22-04-2025,5,3,14,1.00,53
175,Retail,2837,53.64,07-01-2025,1,1,999,1.00,158
176,Finance,3816,97.59,20-04-2025,5,3,28,1.00,55
177,Retail,3929,54.46,01-06-2025,5,3,88,1.00,13
178,Healthcare,3914,43.34,12-01-2025,5,3,146,1.00,153
179,Finance,3816,97.59,29-03-2025,2,1,56,0.01,77
180,Technology,772,25.34,11-03-2025,4,1,999,0.99,95
181,Healthcare,1986,53.35,25-01-2025,2,2,25,0.97,140
182,Finance,4545,31.7,24-03-2025,3,2,157,0.99,82
183,Finance,3300,45.9,15-05-2025,3,3,82,1.00,30
184,Manufacturing,1365,72.28,12-05-2025,2,2,35,0.92,33
185,Retail,4065,41.12,14-04-2025,4,3,51,1.00,61
186,Finance,3940,77.6,16-04-2025,5,3,19,1.00,59
187,Healthcare,3219,64.47,20-02-2025,4,3,102,1.00,114
188,Finance,3267,75.04,17-05-2025,5,2,999,0.99,28
189,Retail,4896,95.33,14-05-2025,2,1,18,0.02,31
190,Manufacturing,1659,2.29,22-01-2025,3,3,16,1.00,143
191,Finance,2806,97.37,07-01-2025,2,2,158,0.99,158
192,Retail,2978,79.96,12-04-2025,2,2,136,1.00,63
193,Manufacturing,2263,36.87,25-01-2025,2,1,79,0.01,140
194,Retail,1220,64.66,01-02-2025,2,2,17,0.90,133
195,Healthcare,1033,10.34,14-02-2025,2,2,72,0.96,120
196,Finance,2419,21.94,20-01-2025,4,3,23,1.00,145
197,Finance,3300,45.9,23-04-2025,2,2,17,0.89,52
198,Finance,2419,21.94,13-01-2025,1,1,125,0.01,152
199,Technology,1125,5.4,18-01-2025,1,1,97,0.01,147
200,Manufacturing,3889,62.64,15-05-2025,5,3,19,1.00,30
201,Retail,4542,2.82,10-01-2025,5,4,155,1.00,155
202,Manufacturing,3496,84.06,22-02-2025,1,1,106,0.01,112
203,Manufacturing,1365,72.28,01-03-2025,2,2,38,0.96,105
204,Finance,3816,97.59,05-06-2025,1,1,138,0.03,9
205,Retail,4000,36.28,10-03-2025,2,1,34,0.01,96
206,Retail,579,15.81,07-03-2025,1,1,999,1.00,99
207,Retail,4509,65.56,06-03-2025,5,3,72,1.00,100
208,Finance,974,69.83,06-03-2025,2,1,999,1.00,100
209,Healthcare,1625,50.21,02-04-2025,3,2,999,1.00,73
210,Finance,284,79.67,02-03-2025,4,2,999,1.00,104
211,Finance,3295,7.4,06-04-2025,1,1,22,0.01,69
212,Healthcare,165,39.99,30-03-2025,4,2,23,0.12,76
213,Healthcare,668,35.03,02-03-2025,4,1,999,1.00,104
214,Manufacturing,2645,44,07-03-2025,4,3,82,1.00,99
215,Healthcare,1353,2.05,13-02-2025,1,1,8,0.09,121
216,Manufacturing,3956,61.48,15-04-2025,3,3,110,0.99,60
217,Retail,3370,39.61,22-02-2025,2,1,999,1.00,112
218,Healthcare,165,39.99,08-02-2025,4,3,20,1.00,126
219,Technology,133,58.87,22-01-2025,3,2,999,1.00,143
220,Manufacturing,4611,40.03,18-03-2025,1,1,999,1.00,88
221,Technology,1705,35.19,12-01-2025,5,3,11,1.00,153
222,Technology,1838,59.45,20-03-2025,5,3,101,1.00,86
223,Manufacturing,3520,9.01,16-02-2025,2,2,47,0.96,118
224,Finance,2450,31.17,22-01-2025,3,2,999,1.00,143
225,Retail,2978,79.96,22-04-2025,3,3,136,1.00,53
226,Manufacturing,4448,55.84,05-06-2025,3,2,93,1.00,9
227,Healthcare,1033,10.34,11-01-2025,3,1,999,0.99,154
228,Healthcare,1353,2.05,03-02-2025,3,2,46,0.96,131
229,Technology,2499,84.55,31-01-2025,5,4,34,0.99,134
230,Manufacturing,2549,26.93,09-05-2025,5,3,21,1.00,36
231,Healthcare,4067,90.63,19-02-2025,1,1,999,0.99,115
232,Healthcare,3108,44.24,21-01-2025,4,2,115,1.00,144
233,Finance,4391,43.53,26-02-2025,1,1,999,1.00,108
234,Manufacturing,107,60.39,15-04-2025,5,3,25,1.00,60
235,Finance,3992,70.58,21-03-2025,2,2,53,0.09,85
236,Technology,3090,84.23,27-04-2025,3,3,6,1.00,48
237,Healthcare,565,29,11-04-2025,3,2,61,0.98,64
238,Retail,1236,33.92,25-04-2025,2,2,28,0.95,50
239,Manufacturing,828,85.71,09-01-2025,5,2,67,0.96,156
240,Finance,3300,45.9,19-05-2025,1,1,100,0.00,26
241,Finance,3295,7.4,11-04-2025,1,1,58,0.01,64
242,Retail,1026,25.96,07-06-2025,3,2,29,0.07,7
243,Finance,2672,22.28,15-05-2025,1,1,63,0.01,30
244,Manufacturing,1772,91.6,12-05-2025,2,1,999,0.99,33
245,Retail,2386,82.97,19-04-2025,5,3,18,1.00,56
246,Healthcare,71,23.98,25-04-2025,5,3,16,1.00,50
247,Retail,2837,53.64,24-05-2025,2,2,999,1.00,21
248,Technology,899,99.53,27-04-2025,4,3,38,0.98,48
249,Technology,1705,35.19,16-01-2025,5,3,126,1.00,149
250,Finance,3816,97.59,10-03-2025,2,2,999,0.99,96
251,Manufacturing,877,55.18,22-02-2025,5,3,58,1.00,112
252,Healthcare,1561,28.17,13-02-2025,5,3,57,1.00,121
253,Healthcare,4067,90.63,19-02-2025,4,3,33,1.00,115
254,Healthcare,2616,64.37,28-02-2025,2,2,118,0.98,106
255,Healthcare,309,16.51,25-03-2025,2,2,49,0.94,81
256,Healthcare,557,67.79,11-02-2025,1,1,999,1.00,123
257,Manufacturing,4381,62.95,23-03-2025,2,2,118,0.98,83
258,Finance,3519,28.73,19-01-2025,1,1,999,1.00,146
259,Technology,4167,97.32,24-05-2025,1,1,153,0.01,21
260,Manufacturing,3979,28.56,01-05-2025,3,2,126,1.00,44
261,Technology,551,30.75,29-01-2025,2,2,55,0.99,136
262,Healthcare,4839,35,05-03-2025,2,2,102,0.95,101
263,Manufacturing,177,47.55,30-03-2025,1,1,110,0.01,76
264,Manufacturing,948,92.54,30-03-2025,2,2,145,0.97,76
265,Finance,1735,91.39,16-01-2025,2,1,96,0.00,149
266,Finance,1238,49.64,14-05-2025,5,3,5,1.00,31
267,Retail,579,15.81,11-05-2025,4,3,72,1.00,34
268,Manufacturing,2549,26.93,27-05-2025,4,3,55,1.00,18
